SongID,Title,Duration,Hotness,Genre
SOHHGUG12A6D4F4E77,I Got Stripes (Live),112.95302,0.735208877747,country
SOOCWAO12AB01852C1,Bo Diddley,463.49016,0.482486802139,rock
SOFEAJC12A58A7F3AA,A Hard Road,304.8224,0.405234690787,rock
SOESWTI12AB0184D39,Sta giu' (feat. Dj Rockdrive),222.17098,0.343844499414,pop
SOPNFTX12A67020455,Get On Top (Album Version),198.05995,0.576903815588,rock
SOKWXEW12A6D4F7F9E,Crawling Up A Hill - version 2 - mono_ live,142.602,0.405234690787,rock
SOQIDEF12A8C139B23,Don't Go Knockin' On My Door,223.52934,0.631289507585,pop
SOHWVJJ12AB0185F6D,Fool For Your Loving,250.3571,0.531303318565,rock
SOUDSJF12A8C13C36D,Ja (Hanno's Poppersmonstermix),357.85098,0.397569595443,pop
SOBPHTZ12A8C134095,Journey To Love,282.69669,0.464886257132,rock
SOYSRRY12A6310E1C1,It's Not Me,230.42567,0.608849018571,rock
SOFUBUF12AC3DF98FF,Bubblegum,145.78893,0.34700692093,pop
SOPZMUP12AB018C070,Airheads,318.9024,0.508558252473,pop
SOAECHX12A6D4FC3D9,Yippiyo-Ay,271.85587,0.524449470713,rock
SOCTJIL12A67ADAF3F,Bury Your Head,212.29669,0.563763752282,rock
SOSYMSX12A6310DFE2,Subterranean Homesick Alien,267.20608,0.683658060202,rock
SOGEBZO12A67ADF488,Young Blood (2007 Digital Remaster),209.99791,0.531303318565,rock
SOLHVZC12A8C14307F,Stand By Your Man,159.60771,0.409196035655,country
SOHGYDF12A6D4FCD5E,Get Up & Go,173.68771,0.414578836544,country
SOPOFBK12AF729EEBE,Answer In The Question,129.88036,0.537675628064,rock
SOHNBNW12A6D4F7323,Monarchy Now,252.96934,0.485781602275,pop
SOOLVIB12A8C1408E2,Brother,267.36281,0.582921576451,rock
SORFAAB12A6D4F7EAC,Rockin' Every Night (Live),198.79138,0.467110648585,rock
SOAOWLA12A6D4F7DD4,New York (Dave Goodman Demo Version) (Explicit),186.40934,0.549204383877,rock
SOGRKKB12A8C14595A,HISTORY,249.99138,0.766545450757,pop
SOSMURO12A8C13BBFE,Sarah Yellin',208.97914,0.642982219877,rock
SOIMJSO12AB0182125,This White Circle,172.48608,0.380728239612,country
SOPWTLC12AB0184E34,Broke Down On The Brazos (Album),378.95791,0.527548582288,rock
SOJMLXA12A8C12FB20,Brother,304.71791,0.543954417056,rock
SOZHDIA12A58A80F93,Midnight,185.70404,0.622208960129,rock
SOGPDBF12A6D4F7FAB,Blues City Shake Down,142.15791,0.405234690787,rock
SOSNIRJ12A6D4FA0BD,Nothing's The Same,304.95302,0.467110648585,rock
SOYPQHV12A67ADF698,Now I Got A Woman,264.6722,0.405234690787,rock
SOMJNVK12A6D4FC4B2,American Ghost Dance (2003 Digital Remastered),231.23546,0.576903815588,rock
SOCGBIR12A6D4F601E,Washed Away,320.44363,0.371786733457,country
SOWDZZQ12A670215BD,Can't Stop Lovin' You (Remastered Album Version),248.18893,0.579988982429,rock
SOYNBBT12A8AE46457,Irreplaceable (Irreemplazable),230.55628,0.612067268298,pop
SOBIJGQ12A8C131C8F,Resistance,156.55138,0.343844499414,pop
SORKKTY12A8C132F3E,The Door,213.13261,0.536219992815,rock
SOXOMUO12AF72AA7D1,Dirty Diana,281.73016,0.766545450757,pop
SOVOBYK12A67ADD753,E,366.28853,0.500691340913,rock
SOSCHDW12A8C130FD7,Song Sung Blue,172.38159,0.564005985821,pop
SOQGFVA12A8C13AE87,We're Almost There,222.37995,0.766545450757,pop
SOYGIBP12A67020AF7,Magic,275.04281,1.00594196595,pop
SOFYIZF12A81C1FF4E,Cut Here,250.85342,0.578993548664,pop
SOYVXRJ12AB017CDD6,Ring The Alarm,212.16608,0.619431422311,pop
SOAXAPU12A67020EF9,"Dirty Movies"" (Album Version)",248.00608,0.579988982429,rock
SOJISLN12A8C135408,Hypnotise The Cat,216.63302,0.316692161547,pop
SOXOUJH12A6D4FC39B,Pocket Calculator (2009 Digital Remaster),272.03873,0.520412110054,rock
SODYLCG12AB018484B,Mr. Sellack (Album Version),243.51302,0.37225120793,rock
SOPAUNQ12A8C138555,Just A Phase,353.77587,0.579441937886,rock
SOHMIIR12A6D223C84,Just A Little Bit Of You,192.57424,0.766545450757,pop
SONTCDQ12AC9072D1A,First Boyfriend,156.21179,0.34700692093,pop
SOYPZQB12A58A776C1,Sting Me,348.89098,0.536400010793,rock
SORMJGW12A8C144638,Moritat (Mack The Knife),210.38975,0.469425907976,pop
SONQNPM12A67020A32,Music Of The Sun,235.98975,0.908202619208,pop
SOOCPDS12A8AE469F0,My Party (Kenna Remix),225.27955,0.788805935162,rock
SOWEKTS12A6310F101,Evalia,260.75383,0.586433378718,rock
SOUKPYI12A8C1349EB,The Call,236.2771,0.592614927352,pop
SOAIURX12A67020F3B,Mine Again,241.65832,0.787005468689,pop
SODBFUB12A8C140704,Just Like Lightnin',300.82567,0.622208960129,rock
SOPWKOX12A8C139D43,Genius,168.82893,0.788805935162,rock
SOXHGFE12AAF3B1DC8,"Lala Song (Matesi DJ ""Silverstatix""remix",342.69995,0.607257279581,pop
SOKYOFO12AF72A2F06,Survivalism,256.83546,0.598458500982,rock
SOVQONJ12A8C139C4B,Let The Chips Fall,163.52608,0.38934175191,country
SOYGOKZ12A58A7C65D,Procession,573.67465,0.473700501297,rock
SOQMMLD12AB017F3CC,Still Love Remains (Album Version),354.76853,0.58001318294,pop
SOVEIBB12A8C13E5C3,Snow [Hey Oh] [Live Version],319.55546,0.576903815588,rock
SOWNICQ12A8C132752,Shape Of My Heart,173.5571,0.592614927352,pop
SOMDRBE12AB01813EA,Sweet & Dandy,169.53424,0.51799022136,rock
SOKEFDU12AB0187D54,PDA,228.38812,0.592614927352,pop
SOEARAY12A8C139C21,Hook Of Holland,271.64689,0.359185992752,rock
SOGBUZX12AB0188569,Moving Up,95.58159,0.406626217422,rock
SOVEVEW12A8C13D5A6,Mystic River,251.402,0.44793548048,rock
SOSLBDO12AB018117E,I Love It [Clubstar Remix],342.02077,0.447386029272,pop
SOGEMEJ12B34F1C5AC,Arnold Layne,202.1873,0.541656322286,rock
SOAZIRE12A6702046F,Venice Queen (Album Version),367.01995,0.57620196628,rock
SOSQILZ12AB0185AFB,I Can't Wait 'Til Christmas (LP Version),240.90077,0.426892680868,country
SOMXUAV12AB0188A0E,Dedicated To The One I Love,127.29424,0.379137555625,pop
SODTJWJ12CF5F88321,I Know Somethin (Bout You),261.77261,0.597867167602,rock
SORTPSA12A67ADBFE2,Derek Taylor - Introduction,53.78567,0.840462688027,pop
SONIHFO12CF5F87D6C,Piece Of My Heart,266.23955,0.559925868569,rock
SOJWCMG12A8AE46D46,I Love This Town,286.35383,0.71889145567,rock
SOYIUPV12AF72AC56B,Tabloid Junkie,272.71791,0.766545450757,pop
SOXBXWO12AF72A719A,She Will Never Let Me Down,125.88363,0.51799022136,rock
SOGBUUF12AB018B87E,Let's Get It Started,223.03302,1.00594196595,pop
SOBBTBP12AB017CC42,Un Amor En El Olvido,200.28036,0.389877126421,pop
SOKWQCX12AF729F29A,Old Friends,130.76853,0.510324986101,rock
SOTYSQF12A8C13E0AA,We Will Rock You,119.7971,0.779968004597,rock
SOMECAL12AF72A464D,Time Will Crawl (Extended Dance Mix),369.13587,0.594733860303,pop
SOYSVCJ12A6D4F91D2,Pushing Me Away (Album Version),190.30159,0.779118679138,rock
SOUZPOP12AB018DB4E,Celebration [Felguk Love Remix],398.15791,0.665576619159,pop
SOVJHFQ12A8C13BBF1,Be Like That,278.64771,0.642982219877,rock
SOALEHA12A8C13ECB3,Thanks A Lot,155.97669,0.628246419191,country
SOCVAKZ12AB0184D4F,Un nuovo giorno,158.95465,0.343844499414,pop
SOGBKCK12AF72A0051,Esta Muy Claro,308.4273,0.494381209086,rock
SOTUHTD12A8C133D88,Belleza Pasajera,190.04036,0.316692161547,pop
SOTWQOG12A6D4F9421,Paper Tigers (acoustic version),220.81261,0.371786733457,country
SOWIOVE12AB0183FF9,Bourrèe,87.64036,0.414578836544,country
SOVAHZK12A6310F23C,Fake Plastic Trees (Acoustic Version),281.12934,0.675887011418,rock
SOHLMRI12AB0180B3D,Flute Loop (2009 Digital Remaster),114.52036,0.591628024008,rock
SORFQYM12A58A7CEAF,That Old Gang Of Mine,145.99791,0.623970265514,pop
SOIQNWY12A67AD87D3,Truth And Lies,243.9571,0.524449470713,rock
SOXRDDV12A8C1380DD,Cruisin',331.33669,0.464886257132,rock
SOIVYLE12A67020ED4,It's You,128.33914,0.51799022136,rock
SOEMAZF12A8C131697,Fever Dream,364.53832,0.543954417056,rock
SOPXWCI12AB0188DE6,It Never Happened To Me,138.60526,0.477260389684,pop
SOPRMDL12A8C13CAF6,A Martyr For My Love For You,259.5522,0.653897217428,rock
SOPZQYB12AF72A186C,Peaceful World,218.67057,0.516771087457,pop
SOKKLMZ12AB018A141,Feeling Blue,288.70485,0.359185992752,rock
SORJGIG12A8AE46ABB,Mi Morena (Revised Live Version),286.27546,0.755149913058,pop
SOMXJIW12A8C130351,Old Friends,307.59138,0.464886257132,rock
SONERDT12AB017EE72,Never Look Back,199.05261,0.44793548048,rock
SOKEDWE12A6D4F9592,Broken Boy Soldier (KCRW Version),230.5824,0.562834751355,rock
SORCKJU12A67021859,Don't Worry About It (Edited),221.54404,0.411295232392,rock
SODDHDA12AB018CF6D,I'm A Lazy Sod (Live),126.06649,0.549204383877,rock
SORZCIC12A6310ECC9,What You Waiting For?,225.41016,0.532803541797,pop
SOQKEIO12A8C135319,Life Is Wild,159.65995,0.601186059455,rock
SOAOCAG12A6D4FA89E,Lost,232.48934,0.578993548664,pop
SORDUJI12AB0183D3F,The Hotness (ft. Shontelle),190.4322,0.908202619208,pop
SOXIVDK12AB018BAF4,Riot In Cell Block N.9,199.13098,0.383140731021,country
